,0
0,0.7883375
1,1.1886997
2,1.3290914
3,1.2121207
4,0.22660501
5,0.30232418
6,1.4676485
7,0.79539967
8,1.0632254
9,0.32469797
10,1.1973107
11,0.9522522
12,0.45885274
13,1.1698886
14,-0.063704886
15,0.08741517
16,0.59757984
17,0.011943391
18,-0.07671848
19,0.7872172
20,0.5103785
21,0.9678307
22,1.6021402
23,-0.14009352
24,1.6203315
25,0.90511256
26,1.3229891
27,0.39051363
28,0.40028375
29,1.149463
30,1.2484643
31,2.687667
32,0.28527865
33,1.3925592
34,-0.09052866
35,1.5567153
36,0.76698506
37,1.013767
38,0.9191274
39,0.66366184
40,2.2586496
41,0.8310007
42,1.3533884
43,1.2268748
44,1.4708676
45,-0.017042806
46,0.9798733
47,-0.08503032
48,1.2989955
49,0.4415005
50,-0.29819998
51,0.8712649
52,1.8375124
53,1.5009204
54,1.1623348
55,0.5349054
56,1.4425921
57,1.5028965
58,1.4456367
59,1.2844342
60,1.4791241
61,0.72416556
62,0.39355615
63,0.33736828
64,1.385822
65,1.6074796
66,-0.34478292
67,0.91677576
68,0.69564897
69,1.3937098
70,0.79175574
71,1.3597974
72,1.072936
73,1.172488
74,1.0746168
75,1.1441983
76,0.4651617
77,0.00983969
78,1.026224
79,0.17947985
80,1.1688628
81,-0.050030746
82,0.81082517
83,1.0959356
84,0.4357227
85,1.2358303
86,1.3114066
87,1.22246
88,1.0765599
89,0.5390654
90,1.7926699
91,0.18304245
92,0.24542874
93,1.5486256
94,1.472598
95,0.5303154
96,1.2335244
97,0.7998093
98,1.9439554
99,1.0157949
100,1.487548
101,0.8142318
102,1.4112713
103,1.1334392
104,0.9447934
105,1.2735742
106,1.3863581
107,1.051845
108,1.4381753
109,1.2065212
110,1.2802843
111,1.770224
112,0.19462809
113,1.236294
114,0.43467605
115,0.8578143
116,0.41827732
117,0.87012
118,1.4182744
119,0.6338186
120,1.5356125
121,1.0268556
122,1.1210182
123,1.013201
124,0.9887143
125,1.5762103
126,1.287138
127,0.94055855
128,0.487988
129,1.2298925
130,1.5353547
131,1.6430987
132,1.0788796
133,0.63388914
134,0.351571
135,1.273553
136,1.7210414
137,1.2093155
138,0.715098
139,1.258666
140,0.92310095
141,0.32257253
142,1.4872549
143,1.110827
144,1.5663215
145,0.7562748
146,1.9780235
147,1.4577422
148,1.5281018
149,2.2157552
150,0.6948441
151,1.8865782
152,1.6689683
153,0.78501153
154,1.1498781
155,1.3372669
156,1.2999715
157,0.6393777
158,0.36842632
159,0.49537382
160,1.1041455
161,0.8453881
162,1.3767107
163,1.0966085
164,1.6871562
165,1.1069942
166,1.5087838
167,0.88782763
168,1.297708
169,0.8903784
170,0.8901563
171,1.4048185
172,0.8053364
173,0.7412827
174,1.7101095
175,0.9904447
176,1.3363394
177,0.93306845
178,1.0170913
179,1.2379317
180,1.0247817
181,1.792287
182,0.7333559
183,1.0401314
184,1.1364285
185,0.9219629
186,0.35854954
187,1.2935914
188,1.5370711
189,0.6528988
190,0.8636235
191,0.7921333
192,0.46781853
193,1.3729758
194,1.1000718
195,-0.32719445
196,1.198649
197,1.1335492
198,1.0925661
199,0.7362419
200,0.8826532
201,0.19997868
202,0.81506366
203,1.230327
204,1.1695389
205,1.1764235
206,0.9461547
207,0.7066488
208,1.7968038
209,1.0937852
210,1.4517776
211,1.0285201
212,1.4415357
213,0.87079203
214,1.3805959
215,1.0222195
216,1.5608258
217,-0.5350589
218,0.6843132
219,1.5118946
220,1.5674388
221,0.6836748
222,1.3931881
223,0.20111208
224,-0.33120844
225,0.21491893
226,1.5237819
227,1.2019157
228,1.1541102
229,1.1904775
230,0.4034024
231,1.1318326
232,1.1154609
233,1.312872
234,1.5282744
235,-0.4138799
236,1.18501
237,1.2403648
238,1.0584565
239,1.2421244
240,1.1643907
241,1.2352611
242,1.1762048
243,1.3232814
244,1.7059062
245,1.4735986
246,1.6442331
247,0.98558617
248,1.5305425
249,0.8784336
250,1.4250171
251,0.9433555
252,1.4191397
253,1.6427846
254,0.5471522
255,2.0950208
256,0.865151
257,1.4204967
258,1.0057026
259,1.1913006
260,0.45001143
261,1.3732994
262,1.5658966
263,0.28510284
264,1.1614377
265,1.6514351
266,0.82758355
267,0.5885493
268,0.8592164
269,1.1279745
270,0.45321947
271,0.3098924
272,1.0081698
273,1.1573341
274,0.42878634
275,1.0182216
276,1.0328488
277,1.3916178
278,0.21771753
279,1.1865759
280,0.8467478
281,0.93408364
282,0.5804644
283,1.1847409
284,0.8488659
285,1.510242
286,2.0366228
287,1.3080716
288,0.55822307
289,1.6125356
290,1.2564175
291,0.6782707
292,1.3997388
293,1.0229876
294,1.0467435
295,1.3786385
296,1.337115
297,0.41834965
298,0.7270664
299,1.2076465
300,0.8257616
301,1.5192382
302,0.910794
303,0.038108498
304,1.1713217
305,1.0915043
306,0.08541001
307,-0.46185568
308,0.6406177
309,0.62771165
310,0.5939728
311,0.520358
312,1.3872286
313,0.6381548
314,1.1977916
315,0.67800826
316,0.93730783
317,0.8638396
318,1.778901
319,0.75527626
320,1.5462916
321,0.613183
322,0.6298999
323,0.9818623
324,0.7181605
325,1.0910447
326,1.5310398
327,0.24083489
328,1.3485196
329,0.43768027
330,1.0018874
331,0.90138596
332,0.69312215
333,0.50677305
334,1.718507
335,1.466351
336,0.58049977
337,1.4398211
338,0.97157705
339,1.431462
340,0.71170163
341,1.1734087
342,1.317596
343,1.5968041
344,0.7232326
345,2.0149624
346,1.0700048
347,1.948825
348,1.4581887
349,1.2756649
350,0.97986275
351,1.3428026
352,1.3708931
353,0.34179956
354,0.61261916
355,1.2439412
356,0.8937058
357,1.0169345
358,0.2918672
359,1.7681403
360,1.2147858
361,0.7284199
362,1.1084123
