,0
0,0.049917918
1,0.049917918
2,0.049917918
3,0.049917918
4,0.049917918
5,0.049917918
6,0.049917918
7,-0.47504103
8,0.049917918
9,0.049917918
10,-0.47504103
11,0.049917918
12,0.049917918
13,-0.7375205
14,-0.47504103
15,-0.999916
16,0.049917918
17,0.049917918
18,0.7202277
19,0.049917918
20,0.049917918
21,0.049917918
22,0.049917918
23,0.5748769
24,0.049917918
25,0.049917918
26,-0.7375205
27,0.049917918
28,0.049917918
29,-0.47504103
30,-0.7375205
31,0.049917918
32,-0.47504103
33,0.049917918
34,0.049917918
35,0.049917918
36,0.049917918
37,0.049917918
38,0.049917918
39,0.049917918
40,-0.6325287
41,0.049917918
42,0.049917918
43,0.049917918
44,-0.9999685
45,0.049917918
46,-0.9930062
47,0.049917918
48,-0.6325287
49,0.049917918
50,0.049917918
51,0.049917918
52,0.049917918
53,-0.9996813
54,-0.6325287
55,0.049917918
56,-0.47504103
57,0.049917918
58,0.049917918
59,0.049917918
60,0.049917918
61,0.049917918
62,0.049917918
63,0.049917918
64,-0.6325287
65,0.049917918
66,0.049917918
67,0.049917918
68,-0.9972764
69,-0.7375205
70,0.049917918
71,0.049917918
72,0.049917918
73,0.049917918
74,0.049917918
75,0.049917918
76,0.049917918
77,0.049917918
78,0.049917918
79,0.049917918
80,-0.99792564
81,-0.99916005
82,-0.47504103
83,-0.99716884
84,0.049917918
85,0.049917918
86,0.049917918
87,0.049917918
88,0.049917918
89,-0.99916005
90,0.049917918
91,0.049917918
92,0.049917918
93,0.049917918
94,0.049917918
95,0.049917918
96,-0.99916005
97,0.049917918
98,-0.47504103
99,-0.99989504
100,0.049917918
101,0.049917918
102,-0.99709284
103,0.049917918
104,-0.9475041
105,0.049917918
106,-0.9713176
107,0.049917918
108,0.049917918
109,0.049917918
110,0.049917918
111,0.9218898
112,0.049917918
113,-0.47504103
114,-0.8950082
115,0.049917918
116,0.049917918
117,0.049917918
118,0.049917918
119,0.049917918
120,0.049917918
121,0.72021675
122,0.049917918
123,0.049917918
124,0.049917918
125,-0.9992363
126,0.049917918
127,0.049917918
128,0.049917918
129,0.049917918
130,-0.47504103
131,0.049917918
132,0.049917918
133,0.049917918
134,-0.9737521
135,0.049917918
136,0.049917918
137,0.049917918
138,-0.9969306
139,-0.913933
140,-0.8950082
141,0.049917918
142,-0.99990547
143,0.049917918
144,-0.47504103
145,0.049917918
146,0.049917918
147,-0.99409395
148,0.049917918
149,0.049917918
150,0.049917918
151,0.049917918
152,0.049917918
153,0.049917918
154,0.049917918
155,0.049917918
156,0.049917918
157,0.049917918
158,0.049917918
159,-0.47504103
160,0.049917918
161,0.049917918
162,-0.7375205
163,-0.9834506
164,0.049917918
165,0.049917918
166,0.049917918
167,0.049917918
168,0.049917918
169,0.049917918
170,-0.99851334
171,-0.7820122
172,-0.9632529
173,0.95310813
174,0.049917918
175,0.049917918
176,0.049917918
177,-0.47504103
178,0.049917918
179,0.049917918
180,0.049917918
181,-0.95854664
182,-0.8950082
183,-0.47504103
184,0.049917918
185,-0.9969662
186,0.049917918
187,0.049917918
188,0.049917918
189,0.049917918
190,0.049917918
191,0.049917918
192,-0.6540615
193,0.049917918
194,0.049917918
195,0.049917918
