,0
0,0.7883375
1,1.1886997
2,1.3290914
3,0.22660501
4,1.4676485
5,0.79539967
6,1.0632254
7,0.32469797
8,0.9522522
9,1.1698886
10,-0.063704886
11,0.34985277
12,0.08741517
13,0.59757984
14,0.011943391
15,-0.07671848
16,0.7872172
17,0.5103785
18,0.9678307
19,1.1478531
20,1.6021402
21,-0.14009352
22,1.6203315
23,0.90511256
24,1.3229891
25,0.80025214
26,-0.45247522
27,2.546195
28,0.40028375
29,1.149463
30,1.2484643
31,2.687667
32,0.28527865
33,1.3925592
34,1.5567153
35,0.76698506
36,1.013767
37,0.94738895
38,0.8929516
39,0.9191274
40,0.66366184
41,2.2586496
42,1.3185625
43,1.3533884
44,1.2620637
45,1.2268748
46,1.4708676
47,0.9798733
48,1.3111943
49,-0.08503032
50,1.37326
51,1.2368536
52,1.2989955
53,0.4415005
54,-0.29819998
55,1.6698207
56,0.8712649
57,-0.3301703
58,1.8375124
59,0.574186
60,1.5009204
61,1.1623348
62,1.4303622
63,0.5349054
64,1.4425921
65,1.5028965
66,1.4456367
67,1.2844342
68,1.4161732
69,1.4791241
70,1.4233974
71,0.72416556
72,0.39355615
73,1.0529066
74,0.33736828
75,1.6074796
76,-0.34478292
77,0.69564897
78,0.79175574
79,1.3597974
80,1.072936
81,1.172488
82,1.0746168
83,1.1441983
84,0.4651617
85,1.026224
86,0.17947985
87,1.0870621
88,1.4362735
89,-0.050030746
90,0.81082517
91,1.0959356
92,0.4357227
93,1.2358303
94,1.4462053
95,1.3114066
96,1.0765599
97,1.1187531
98,0.5390654
99,0.18304245
100,1.8023155
101,0.24542874
102,1.5486256
103,1.472598
104,0.5303154
105,1.2335244
106,0.7998093
107,1.9439554
108,1.5257095
109,1.2202637
110,1.0157949
111,0.8142318
112,0.63195294
113,1.1334392
114,0.9447934
115,1.2735742
116,1.3863581
117,1.051845
118,1.2065212
119,1.2802843
120,1.0715861
121,0.43467605
122,0.8578143
123,0.41827732
124,0.87012
125,1.4182744
126,1.5356125
127,1.0268556
128,1.1210182
129,1.013201
130,0.9887143
131,1.5762103
132,1.287138
133,1.2298925
134,1.6430987
135,1.0788796
136,0.63388914
137,0.351571
138,1.5977952
139,1.273553
140,1.7210414
141,1.2093155
142,0.715098
143,1.53621
144,1.258666
145,1.4872549
146,1.110827
147,1.1319965
148,0.7562748
149,1.9780235
150,2.2157552
151,0.6948441
152,1.8865782
153,1.6689683
154,0.7566342
155,0.78501153
156,1.1498781
157,1.3372669
158,0.6393777
159,0.36842632
160,0.49537382
161,1.0164707
162,1.1041455
163,0.8453881
164,1.3674129
165,1.0966085
166,1.3465881
167,1.1069942
168,1.5087838
169,0.88782763
170,1.3079396
171,1.297708
172,0.8903784
173,0.8901563
174,1.4048185
175,0.77816993
176,1.7101095
177,0.9904447
178,1.3363394
179,0.93306845
180,1.0170913
181,1.2379317
182,1.0247817
183,0.7010281
184,1.792287
185,1.1226841
186,1.0401314
187,1.1364285
188,0.35854954
189,1.2935914
190,1.5370711
191,0.6528988
192,0.8636235
193,0.7921333
194,0.78548115
195,0.46781853
196,1.8094171
197,1.3729758
198,1.1000718
199,1.4699324
200,0.4760523
201,-0.32719445
202,1.4286027
203,1.4001106
204,1.198649
205,1.1335492
206,0.9885232
207,0.7362419
208,0.8826532
209,1.2772822
210,0.19997868
211,0.81506366
212,1.230327
213,1.1695389
214,1.1764235
215,0.9461547
216,1.7968038
217,1.0937852
218,1.4517776
219,1.0285201
220,1.4328287
221,0.71841276
222,0.87079203
223,1.3805959
224,1.0222195
225,0.6843132
226,1.5118946
227,1.5674388
228,1.1507667
229,1.3646688
230,0.6836748
231,1.3931881
232,0.9635622
233,1.1495664
234,0.20111208
235,1.0183235
236,-0.33120844
237,0.21491893
238,1.5237819
239,1.2019157
240,1.1904775
241,0.4034024
242,1.5282744
243,1.440274
244,1.0584565
245,1.1643907
246,1.5713663
247,1.7059062
248,1.4735986
249,1.6442331
250,0.004189887
251,0.98558617
252,1.5305425
253,1.2864388
254,0.8784336
255,1.4070871
256,1.1556199
257,0.9433555
258,1.6427846
259,0.5471522
260,2.0950208
261,1.3612056
262,0.865151
263,1.0057026
264,1.1913006
265,0.78299767
266,1.1614377
267,0.5885493
268,0.8592164
269,0.5236724
270,0.3098924
271,1.0081698
272,1.1573341
273,0.42878634
274,1.0182216
275,1.0124298
276,1.0328488
277,1.3916178
278,0.05791458
279,0.21771753
280,0.5733194
281,1.1865759
282,0.93408364
283,1.1847409
284,1.3258462
285,1.6657956
286,0.73849106
287,0.974033
288,2.0366228
289,1.3080716
290,0.37479937
291,0.55822307
292,1.6125356
293,0.6782707
294,1.0229876
295,0.899762
296,1.0467435
297,0.7962008
298,1.3786385
299,1.337115
300,0.66905963
301,0.7270664
302,1.2076465
303,0.910794
304,1.1713217
305,1.0915043
306,2.254256
307,0.6406177
308,0.62771165
309,0.5939728
310,0.520358
311,1.3872286
312,0.6381548
313,1.1977916
314,0.93730783
315,0.8638396
316,1.778901
317,1.5462916
318,0.613183
319,0.6298999
320,0.7181605
321,1.0910447
322,1.5310398
323,0.24083489
324,1.3485196
325,0.43768027
326,0.90138596
327,0.69312215
328,0.50677305
329,0.6894963
330,0.58049977
331,1.1815675
332,1.4398211
333,1.3575534
334,1.431462
335,0.71170163
336,1.490176
337,1.317596
338,1.4428346
339,0.7232326
340,1.1252587
341,1.2305648
342,0.71578103
343,2.0847745
344,0.7316697
345,0.1694222
346,2.0149624
347,0.3731497
348,2.3030965
349,1.0700048
350,1.4581887
351,1.2756649
352,1.3964627
353,1.3428026
354,1.3708931
355,0.34179956
356,0.61261916
357,1.2439412
358,0.8937058
359,1.0169345
360,1.7681403
361,1.2147858
362,0.7284199
