,loss,rmse,mse,mae,val_loss,val_rmse,val_mse,val_mae,_timestamp,_runtime
0,0.49986088275909424,0.7044659852981567,0.4962722957134247,0.5037680268287659,0.13679495453834534,0.3649657964706421,0.1332000344991684,0.27892836928367615,1738669712,203
1,0.10534738004207611,0.3189835548400879,0.10175050795078278,0.24471047520637512,0.11041054874658585,0.32682114839553833,0.10681205987930298,0.2502574026584625,1738669714,205
2,0.08328588306903839,0.282286673784256,0.0796857699751854,0.21852096915245056,0.0980975478887558,0.30740201473236084,0.0944959968328476,0.24297389388084412,1738669715,206
3,0.0761246457695961,0.26929792761802673,0.07252137362957001,0.20692096650600433,0.09966599196195602,0.30993711948394775,0.09606101363897324,0.24744054675102234,1738669717,208
4,0.06771646440029144,0.25319936871528625,0.0641099140048027,0.19605140388011932,0.10596738010644913,0.31993624567985535,0.10235920548439026,0.2537964880466461,1738669718,209
5,0.06416503340005875,0.24607984721660614,0.060555294156074524,0.1889180839061737,0.09936368465423584,0.30943846702575684,0.09575215727090836,0.24068762362003326,1738669720,211
6,0.05875591188669205,0.23482517898082733,0.05514286458492279,0.17905406653881073,0.10614953935146332,0.3202110528945923,0.10253511369228363,0.24572837352752686,1738669722,213
7,0.057591475546360016,0.2323264479637146,0.053975578397512436,0.1766240894794464,0.10489634424448013,0.31824347376823425,0.10127890855073929,0.24098065495491028,1738669723,214
8,0.057481735944747925,0.23208270967006683,0.05386238172650337,0.1757199764251709,0.1041124239563942,0.31700414419174194,0.10049162060022354,0.24039429426193237,1738669725,216
9,0.056959331035614014,0.2309480458498001,0.05333699658513069,0.17391431331634521,0.10551047325134277,0.319197416305542,0.10188699513673782,0.24284124374389648,1738669726,217
10,0.055854640901088715,0.22853849828243256,0.05222984775900841,0.1714322715997696,0.11294965445995331,0.33064109086990356,0.10932353883981705,0.25709137320518494,1738669728,219
11,0.056579720228910446,0.2301129251718521,0.052951958030462265,0.1742909997701645,0.12609833478927612,0.3499563932418823,0.1224694773554802,0.2607406675815582,1738669729,220
12,0.054214030504226685,0.22490891814231873,0.05058402195572853,0.16762664914131165,0.10508010536432266,0.31851133704185486,0.10144946724176407,0.2447417676448822,1738669731,222
13,0.05363665521144867,0.22361716628074646,0.050004635006189346,0.16777284443378448,0.10630302876234055,0.3204217851161957,0.10267011821269989,0.24190853536128998,1738669733,224
14,0.05421421676874161,0.22490057349205017,0.05058027058839798,0.16763724386692047,0.11378192901611328,0.3318847119808197,0.11014745384454727,0.24945713579654694,1738669734,225
15,0.0519564263522625,0.21982122957706451,0.04832137003540993,0.16245564818382263,0.10199079662561417,0.313616007566452,0.0983550027012825,0.24214187264442444,1738669736,227
16,0.05117256939411163,0.2180265486240387,0.047535575926303864,0.16110475361347198,0.1066310778260231,0.32092559337615967,0.10299323499202728,0.24606558680534363,1738669737,228
17,0.050783492624759674,0.2171284258365631,0.047144751995801926,0.16054180264472961,0.11208163946866989,0.3293059170246124,0.10844238102436066,0.24567236006259918,1738669739,230
18,0.04965546727180481,0.21451257169246674,0.04601564630866051,0.1562420278787613,0.11241687089204788,0.32981306314468384,0.10877666622400284,0.248110830783844,1738669740,231
19,0.051899272948503494,0.21967777609825134,0.048258326947689056,0.16212549805641174,0.106380395591259,0.32052868604660034,0.1027386412024498,0.24124065041542053,1738669742,233
20,0.050653375685214996,0.2168196737766266,0.047010768204927444,0.157622292637825,0.11258959025144577,0.3300707936286926,0.10894673317670822,0.24532058835029602,1738669743,234
21,0.048310309648513794,0.21134516596794128,0.044666778296232224,0.15520179271697998,0.1046811118721962,0.31786400079727173,0.10103753209114075,0.23841390013694763,1738669745,236
22,0.0495227575302124,0.21419307589530945,0.04587867483496666,0.1580936163663864,0.10997501015663147,0.32608312368392944,0.10633020848035812,0.24379318952560425,1738669747,238
