,loss,rmse,mse,mae,val_loss,val_rmse,val_mse,val_mae,_timestamp,_runtime
0,35.321495056152344,0.6532146334648132,0.42668938636779785,0.517272412776947,34.18973922729492,0.5521716475486755,0.3048935532569885,0.42052289843559265,1739454975,365
1,33.274356842041016,0.525073230266571,0.2757019102573395,0.406846284866333,32.3146858215332,0.5565038919448853,0.30969661474227905,0.4284038841724396,1739454975,365
2,31.3778133392334,0.4917794167995453,0.24184700846672058,0.380314439535141,30.470563888549805,0.5489577651023865,0.30135464668273926,0.417277067899704,1739454976,366
3,29.552133560180664,0.46980324387550354,0.22071507573127747,0.35894230008125305,28.69612693786621,0.5413981080055237,0.2931118905544281,0.4203299582004547,1739454976,366
4,27.804767608642578,0.44655194878578186,0.1994086354970932,0.3470197916030884,27.027265548706055,0.5522211790084839,0.30494821071624756,0.43146181106567383,1739454977,367
5,26.149127960205078,0.43117597699165344,0.18591271340847015,0.33538833260536194,25.42087745666504,0.5444929599761963,0.29647260904312134,0.4168291389942169,1739454977,367
6,24.580785751342773,0.4184415340423584,0.17509332299232483,0.3222372829914093,23.92323875427246,0.5580491423606873,0.3114188611507416,0.4270454943180084,1739454978,368
7,23.108182907104492,0.41872867941856384,0.17533370852470398,0.3213668763637543,22.49242401123047,0.5556375980377197,0.30873316526412964,0.4314929246902466,1739454979,369
8,21.715524673461914,0.4143066108226776,0.1716499775648117,0.3190719187259674,21.15100860595703,0.5590944290161133,0.31258660554885864,0.4327620565891266,1739454979,369
9,20.398258209228516,0.40192270278930664,0.16154184937477112,0.30975350737571716,19.897891998291016,0.5694591999053955,0.32428374886512756,0.4373682141304016,1739454980,370
10,19.16761589050293,0.3996150493621826,0.1596921980381012,0.3062611520290375,18.702930450439453,0.5641691088676453,0.31828680634498596,0.43657559156417847,1739454980,370
11,18.008953094482422,0.39433568716049194,0.1555006355047226,0.3049602508544922,17.58814239501953,0.5657960772514343,0.32012519240379333,0.4324696660041809,1739454981,371
12,16.92376136779785,0.39275169372558594,0.15425388514995575,0.3047794699668884,16.534339904785156,0.5599167943000793,0.3135068416595459,0.4284765124320984,1739454981,371
13,15.89691162109375,0.37865179777145386,0.1433771848678589,0.2917557656764984,15.55689811706543,0.5638148188591003,0.31788715720176697,0.4307822287082672,1739454982,372
14,14.949490547180176,0.38561323285102844,0.14869755506515503,0.296281635761261,14.641317367553711,0.5684008598327637,0.32307955622673035,0.4326099157333374,1739454982,372
15,14.044256210327148,0.36940863728523254,0.1364627480506897,0.2842414975166321,13.78519344329834,0.5741601586341858,0.32965990900993347,0.4382239282131195,1739454983,373
16,13.208171844482422,0.3716723918914795,0.13814036548137665,0.2821868658065796,12.970059394836426,0.5695466995239258,0.3243834674358368,0.43663984537124634,1739454983,373
17,12.413307189941406,0.358262836933136,0.12835225462913513,0.2746695280075073,12.219536781311035,0.576235294342041,0.33204710483551025,0.43968477845191956,1739454984,374
18,11.680055618286133,0.3616832494735718,0.13081477582454681,0.2767053246498108,11.504183769226074,0.5721245408058167,0.3273265063762665,0.4410897195339203,1739454984,374
19,10.986644744873047,0.35631003975868225,0.12695685029029846,0.26925721764564514,10.838850021362305,0.5726913809776306,0.32797545194625854,0.43346694111824036,1739454985,375
